id,X,Y
401,Delusions of Grandeur,4
402,2 hours I'll never get back.,1
403,"A little masterpiece

We were with 4 people and we were all blown away by how excellent this
movie was. I think it balances on a thin cord like I have not seen
before; soundtrack is well chosen, camerawork was intimate and not too
artsy but also not too little, story kept us on the edge of our seat
with not too much and not too little drama. The side paths within the
main story gave extra depth. And, as many said before, great acting,
really outstanding. I saw the parallels to real life and the reality of
some scenes. Wauw to Nicole Kidman who shows (again) what a great
actress she really is an how vulnerable she is in this movie. Must see.",10
404,"Waste of time!!

I can't believe that Kidman stooped this low to make this foolish
movie!! She looked terrible! The storyline was crap!!! Sick so called
entertainment!!! Her children should never see this it's cringeworthy !
Hollywood has sunk to rock bottom with the stupid trash they have been
releasing! If it's not murder ,a heist , drug related, monsters. Child
abduction or murder , seriously no creative movies that have standards
and censorship that we are craving !!! I'm at the point I'll read a book
or do a craft! Movies don't entertain anymore, it's sad that the movie
industry has become a dark and depressing place!!!",1
405,"Spiritual and psychological review

This movie depicts the deteriation of the western woman who has not
taken well care of her body or soul. Instead she has spend all her
efforts becoming a CEO, and is so bond by the need to control everything
in her surroundings that she is not even good at that.. The feminine
force in the woman has died out and now she gets a shot at ressurection
through this sexual roleplay but it's so damn hard for her to surrender.
This was so painful to watch. There is no grace left in her. Her husband
is a caring loving force of nature yet she cannot get turned on by him
because he is simply too loving and she wants to be abused. To be
matched in her lack of self love.",1
406,"Very awkward

I can't stand this Harris Dickinson guy. But im sure his character is
supposed to be hated. It's very weird to see NK be taken advantage of
like this.. but she let it happen. Definitely dark and strange kinda
movie. I'm struggling to finish it. Thought it is interesting in a way.
I usually enjoy offbeat stuff like this... I kinda wish there was a
different actor other than Dickinson. I feel like he doesn't quite pull
it off here. Maybe he will redeem himself somehow as I'm just about to
reach the last act. Also I've never seen him before so it's hard to make
a judgment. Kind of a slow burn obvious plot.",4
407,"""Don't dip your pen in company ink""

An average movie that leaves more to be desired. Babygirl is interesting
take on positions of power in the corporate world and how human nature
for sexual desires are involved.

The saying, ""don't dip your pen in company ink"" is known for a reason.
Pursuing a romantic relationship with a coworker can lead to
complications and unprofessionalism in the workplace. Babygirl magnifies
this with a female CEO mentoring a new intern.

Babygirl has some entertaining and funny moments given the relationship
dynamics on display here. The movie's music score adds a layer of
suspense and creates the vibe of an exotic thriller at times. Sure,
office romances can workout but they can also create awkward situations
and potentially harm one's career and the lives of others if the
relationship doesn't work out.",5
408,"Really good

Took a gamble watching ""Babygirl"" and glad i did. Never mind the taboo
subject matter of the film. If your looking for a well made adult drama
full of fantastic performances, then look no further.

Nicole Kidman has never been better as the CEO who gets the wild other
life she always fantised about when intern Harris Dickinson shows up.
Dickinson has the perfect menacing feel about him for his part, but its
really Kidmans show as she goes through a full range of confused
emotions throughout the movie.

Bare in mind this movie is very adult, but outside of a couple of saucy
scenes the movie isn't overwhelmingly raunchy, and is more about the
complicated psychology of the characters. Its brilliantly deep and gets
you thinking. Making things feel even darker with its awesome
soundtrack.",9
409,"A hollow attempt at erotic thriller

Babygirl attempts to navigate the murky waters of power, desire, and
betrayal but ends up feeling more like a misguided soap opera than a
compelling erotic thriller. Directed by Halina Reijn, the film squanders
the star power of Nicole Kidman and Harris Dickinson, relying on
cliché-ridden storytelling and shallow character development.

Kidman, as a high-powered CEO risking everything for a torrid affair
with her younger intern, does her best to bring nuance to a script that
fails to match her talents. Dickinson, while charismatic, is given
little to work with, and their chemistry feels forced rather than
provocative. Antonio Banderas' presence is underwhelming, reduced to a
supporting role that adds little to the narrative.

The film's attempts at exploring morality and power dynamics are muddled
by contrived plot twists and superficial dialogue. Instead of delivering
genuine tension or introspection, Babygirl relies on pseudo-provocative
scenes that feel more absurd than daring. The result is a film that
takes itself too seriously without offering meaningful insight or
entertainment.

Rating: 4/10 - A lackluster effort that fails to ignite the intrigue it
promises.",4
410,"Poor Girl

""Babygirl"" falls into a worn-out stereotype: the successful woman who,
upon discovering sexual pleasure, loses control of her own life. The
film attempts to build dramatic tension but ultimately relies on a
forced dichotomy between independence and desire, as if one cancels out
the other. The result is a predictable script that, instead of exploring
the protagonist's complexity, reduces her to a simplistic and
unconvincing dilemma. At times, the narrative borders on the pathetic in
the way it exaggerates conflicts, making genuine emotional engagement
difficult. The film lacks subtlety in character development and a more
sophisticated approach to its theme.",2
411,Ambitious swing and a miss,1
412,"Superficial

Very different type of film. Mixed colors, non realistic. Superficial
and confused dialogues. Nonsense change of scenes, talking about that,
the film has a lot of unnecessary and long scenes - and also a lot of
very short no effictive scenes - so tiring. Some scenes made us feel
embarrassed. The characters seemed to have unsolved issues and were
moaning everytime. Regarding the actors, what a waste of Antonio
Banderas.

In tearms of moral of the movie, it Banalized being cheated on. It
wasn't clear the feminine / senior sexuality the film promised to
discuss. I believe this film lost a good opportunity to bring up
importants topics of feminism.",3
413,A drama/thriller in New York.,9
414,"An embarrassment

Terrible acting, dull script and honestly I just didnt get it. It's
understandable why people may turn to this movie with Nicole Kidman
doing her Shades of Grey thing and like that film it's just falls flat.

Both the leads seem like absolute lunatics, very unlikeable. It also
seems to convenient how they hook up so easily and how he knows what is
going on in her life ro make her so vulnerable and an easy target.

Antonia Banderas is the only shining light as the jilted husband who has
unfortunately failed to give his wife and orgasm in 19 years and hasnt
realised it.

This film is a complete waste of time.",2
415,"No chemistry

I really wanted to like Babygirl. I'm all in for a spicy, steamy movie
with real sexual tension-but wow, these two had no chemistry. Not even a
spark. I didn't believe for a second that their characters were into
each other. Harris Dickinson just didn't bring any heat, and I couldn't
buy that Nicole Kidman's character would fall for him. The romance felt
forced and unconvincing throughout. That said, major props to Nicole
Kidman-she committed fully to the role, exposing herself emotionally and
physically at her ""young"" age. I can't remember how old she is now....
Almost 60?! She looked amazing and clearly gave it her all, no question.",4
416,Underwhelming.,5
417,"Honestly, it was just...weird.

I had very high hopes for this movie after seeing all the trailers,
reading critic reviews and about the claimed awards. But honestly, it
was just...so, so weird. The movie is visually pleasing and put together
very well, the cinematography is there, the acting is there. I feel like
the movie had such a strong foundation only to deliver a whole lot of
weird and absurdly awkward scenes and character interactions that kept
me on my toes, thinking - what the hell is this? Apart from being an
awkward mess, all other aspects of the movie itself and cinematogaphy
were very enjoyable. There entire plot begs for a complete re-wind and
more chemistry between the main characters. Nothing about that weirdly
twisted portrayal of sexual fantasies, power dynamics etc. Was well
done. It's a shame, because this could have been a truly sexual, truly
liberating, mind-blowing, exciting and enticing sexual-thriller-drama.",5
418,"Nicole Kidman Shines In Provocative Exploration Of Power And Desire

Babygirl (2024), directed by Halina Reijn, is a compelling erotic
thriller that delves into the intricate dynamics of power, desire, and
self-discovery. Nicole Kidman delivers a standout performance as Romy
Mathis, a high-powered tech CEO who embarks on a transformative journey
that challenges her personal and professional boundaries.

The narrative is both provocative and thought-provoking, offering a
nuanced portrayal of a woman's quest for fulfillment beyond societal
expectations. Kidman's portrayal of Romy is both fearless and nuanced,
capturing the complexities of a character navigating uncharted emotional
territories. The film's exploration of themes such as control,
vulnerability, and the pursuit of authentic connection is both timely
and resonant.

Halina Reijn's direction brings a sharp and insightful perspective to
the story, balancing moments of tension with introspective depth. The
supporting cast, including Harris Dickinson and Antonio Banderas,
provide strong performances that complement Kidman's lead role.

Babygirl is a bold cinematic experience that challenges viewers to
reflect on the complexities of human desire and the often-blurred lines
between power and vulnerability. It's a film that lingers in the mind,
prompting discussions about identity, autonomy, and the lengths one will
go to find personal satisfaction.",8
419,Underwhelmed,4
420,"slow and pointless

Babygirl is a pretentious mess that mistakes uncomfortable silences and
overlit sex scenes for meaningful storytelling. It wants to be edgy and
profound but lands somewhere between boring and laughably bad. Nicole
Kidman looks like she's phoning it in from a NyQuil dream, and the rest
of the cast isn't far behind. The dialogue is stiff, the plot meanders,
and the whole thing feels like it was written by someone who just
discovered the word 'power dynamic.' Embarrassingly hollow-and somehow
still manages to take itself painfully seriously. Skip it. Whoever green
lighted this movie needs to be fired.",2
421,"Bare-minimum movie product.

Hey, they've got Nicole Kidman! She's famous!

What does she do? She has an affair with a young man and that's the
whole movie. What kind of movie? One that looks like it was shot on an
iPhone - extreme depth of field, soft lighting, lots of teal and orange.
Money please.

Don't mind her face. It's not weird, it's your eyes. Your eyes are
broken and prejudiced. Did I say it was very sexy? Older women sleeping
with younger guys is so fetch. What more do you need to know? Why yes,
she does gets her butt out. It's also written in her contract that she
will only whisper unintelligibly and never reach more than -80 decibels.
It's not really speaking, it's more like breathing while her lips are
moving. Don't look at her lips. They're not weird.

It might not win any awards or be remembered by anybody, anywhere, ever,
but I think I saw an out-of-focus nipple in one scene. You can pause it
if you get it on DVD from the bins round the back of the shops.",1
422,"Wannabe art

Movies today have become unbearably dark, joyless, and self-absorbed and
Babygirl is the perfect example of everything that's wrong with modern
""art cinema.""

There's absolutely no chemistry between the leads, no passion, no
genuine emotion. It's supposed to be about desire, but it feels
completely lifeless. Every scene is cold, distant, and uncomfortable not
because it's deep, but because it's empty.

It's obvious the director wanted to ""deconstruct lust"" or make some big
psychological statement about power and loneliness, but the result is
just pretentious nonsense. Instead of emotion, we get awkward silence
and meaningless stares. Instead of intensity, we get boredom.

You don't leave this film thinking you leave it drained. And the worst
part is, it thinks it's clever for making you feel miserable. But making
your audience feel terrible isn't a sign of genius, it's a sign that
you've lost touch with what storytelling is supposed to do.

Cinema used to move people, make them dream, laugh, cry, feel alive. Now
it's just one long therapy session filmed in slow motion. People are
slowly getting tired of all this gloom, and thankfully, it can't last
forever.

Babygirl is not bold or profound. It's just another empty, soulless
movie pretending to be art.",1
423,"A solidly entertaining modern day erotic thriller

Babygirl promised so much and for the most part it delivers on this, but
I can't escape the feeling that it held back slightly.

Not a day goes by where I don't see tweets claiming (entirely
incorrectly) that sex scenes ruin movies and sex scenes are unnecessary.
I'm not sure what is sparking this puritanical sentimentality but I'm
glad that films like Babygirl are being made to hopefully put a dent in
this misguided narrative. In this film sex is a key player and it drives
the plot and allows us to explore the characters in great detail. As a
sexual cat and mouse game ensues between the two leads, it explores
interesting notions of power, control, and pleasure.

The cat and mouse game in question is between high flying corporate CEO
Romy (Nicole Kidman), and cocky intern Samuel (Harris Dickinson). As the
former becomes increasingly curious and drawn in by the latter, they
become intertwined in a sexual power play that makes for a most
interesting watch.

As mentioned earlier, I do think the film could have gone a bit further.
It felt like it was still a little bit tame and restrained and on a
leash, and it could have benefitted from some more ambitious ideas.

Still, this is not a major draw back. In today's climate of film it
still feels relatively unique and is thoroughly entertaining. The
performances from Kidman and Dickinson are convincing and absorbing, and
the whole thing is wrapped up and presented in a stylish package.

So while this film might not get you too hot under the collar, it
certainly delivers as an erotic thriller and is thoroughly entertaining
and engaging.",8
424,"Hardly Watchable

The premise of Babygirl feels too thin to sustain a full feature. The
story sets up an intriguing dynamic between power, desire, and control,
but it never really expands beyond its initial hook. For a film that
markets itself as a bold and provocative thriller, it comes across as a
little undercooked.

The casting also feels slightly off. Nicole Kidman is a phenomenal
actress and she certainly gives the role everything she can, but
physically and emotionally, she doesn't quite fit the part the way the
film seems to require. Her performance shows effort and flashes of
brilliance, yet the intended seductiveness doesn't fully land. Her
co-star Harris Dickinson has moments of intensity, but their chemistry
doesn't always feel convincing, which weakens the central relationship
the movie depends on.

Visually, the film looks polished and stylish, and the direction has
confidence. Still, style can't fully make up for the lack of depth in
the writing or the uneven casting choices. The result is a movie that's
watchable and at times engaging, but ultimately unsatisfying.

Babygirl isn't terrible, but it isn't especially good either-it's a
glossy thriller with strong performances trapped inside a story that
doesn't give them enough room to breathe.",4
425,"Disturbing

I felt quite sick to my stomach by the end of watching this movie. It's
mentally disturbed and sad that Hollywood makes such dark movies.
Obviously the female main character Romy has mental issues that gives
her compulsions to want to be humiliated. This is not a 'natural' desire
in someone that should be satisfied, no matter how much producers of
these kind of movies try to pretend it is. The truth is, if you have
these kind of desires, you need therapy, you need healing from whatever
abuse you suffered from as a child. I found it also highly disturbing to
see Nicole Kidman's frighteningly masculine figure in this! When we see
her mostly naked, she literally looks like a teenage boy's body with a
female head, quite repulsive! Impressionable woman watch this and are
fooled into thinking that this is what a beautiful woman's body should
look like!

It's also endlessly frustrating that, once again, if Hollywood makes a
movie about a much older woman with a young man, there always has to be
something weird about it, as if healthy and loving relationships don't
exist between older women and young men. Wake up Hollywood! There has
been a massive cultural shift in society. Rather than repeating over and
over again the old fashioned backwards storyline of old man with much
younger woman, try writing movie scripts that have a star older female
lead and a much younger male lead.",2
426,"Nicole Kidman drinking milk off the floor?!

Omg - where to begin. This movie is trash and filth. It has nothing to
do with women power. It is 100% the opposite. Being dominated by men is
archaic, n'est ce pas? Let alone WANTING to be. Have we not progressed?
Does this not give ammo to weirdos who want to abuse women and showing
women who supposedly like it? Seeing Nicole drink from milk on the floor
was beyond disgusting and degrading. She should be ashamed of herself to
use her acting talents in such derogatory ways. And now we know what her
face looks like from the very beginning of an orgasm to the very end!
Great acting?... WAY too intimate for a talent of Nicole's stature. She
obviously wants to prove that she's still sexy but is this the cheap
gross way to do it? A resounding NO!! When a woman has self-worth and
knows she's a queen, she is not seeking domination by men in or outside
the bedroom. Can you imagine Cleopatra on all fours drinking milk off
the floor because a man told her to?!! Of course not!! She's in command
and would never allow such indignation. A good unique woman-empowering
film could have been Nicole conquering her inner demons and how they
developed in childhood. And by the end, we see an empowered woman who
never allows domination by a man in or out of the bedroom. But nope,
let's keep holding women back in the dark ages and keep normalizing it.
And people wonder why the world is messed up! It's beyond time for women
to recognize we're queens and see that real power in Hollywood
storytelling.",1
427,Feels real and raw but could be Better.,8
428,"Babygirl.........

Sigh.

Not enough Nicole Kidman getting off, character interest, or honestly
anything interesting in this movie. From a horribly miscast Antonio
Banderas to sex scenes that feel like they were written by a 13-year
old, this movie is a mess. Maybe it's a sign that I'm getting older or
out of touch, but it seemed like the movie couldn't quite explain what
the Kink was for her exactly. Maybe it wasn't specific and she needed a
bit of everything. What was her Dom's reason for being there? What was
he after? He was handsome, I guess, but the dialogue was so bad for him.

It's a shame.

Nicole deserved better than this. She deserved to have her AMC ad play
before the movie. The fact that AMC removed it before this movie should
have alerted everyone in the theater to RUN!

Honestly, it's not terribly directed, and the score is on POINT. It's
just potential that fell on the floor...

:(",2
429,"Terrible movie

I really don't like this movie as a woman, as a mom, as a wife, as a
professor at an education hospital. I couldn't get any hint why Nicole
Kidman and the others accepted to have a role in this terrible movie !

There's no reason to watch this movie!

I really don't understand what the message of this movie and why the
actors and actresses accepted to participate in this movie.",1
430,"The Clitoris

This was a silly movie about how to stimulate the clitoris.

I thought it was meaningless. Borderline, worthless porn.

I think the extra marital male lover was not sexy psychologically. How
could she be attracted to him as he obviously got his tips from training
his dog with cookies.

It was unrealistic. Women tend not to be excited by porn. I think this
movie wasted my time. Why didn't she think of playing with herself while
having sex??

Her husband was long suffering to put up with her . Realistically he
would have walked. I do not know how she would have taken all the time
in the hotel with her co worker and her family took forever to notice
her gone. Her lesbian daughter kept chasing her down not her husband.
Strange.",1
431,"Instinct on full display

Can anyone doubt that Nicole Kidman is one of the world's great
actresses? I certainly don't. What other actress of her generation could
so convincingly play a high-powered married mom/tech CEO who overcomes
lifelong sexual self-repression via a cunning, soft-spoken male intern
half her age who at once she cannot respect and yet cannot resist?
There's Julianne Moore, for sure. Likewise Hilary Swank and Charlize
Theron. Possibly Rachel McAdams and Emily Blunt. But Miss Kidman
delivers here in a way that perhaps even these actresses might not be
able to equal. Guided by the sensitive direction of Dutch native Halina
Reijn, Kidman puts on full display the many contradictions of feminism,
not to mention the impossibility of separating sexual desire and power.
And if she's playing her real self to an extent, well..so what?

""Babygirl"" has its antecedents -- ""Belle du Jour,"" ""Basic Instinct,""
""Fatal Attraction"" and Kidman's own turn in Kubrick's ""Eyes Wide Shut.""
But this film goes deeper emotionally. Even in subdued scenes, the
dramatic tension is unyielding. Our better instincts tell us from the
start of the affair that her character is not going to leave her husband
and two daughters, and run off with a brash, shallow, archetype Bad Boy,
and a highly invasive species at that. The larger point is that women,
contrary to what they may say outwardly, don't want a Nice Guy for a
partner. Is this instinct rational? Fair? No and no. It's just life.
Yes, even feminists on occasion crave submission, even in ways that
render her helpless and even abused. She's not getting that feeling from
her husband, superbly played by an increasingly preturbed Antonio
Banderas. Like it or not, BDSM fulfills a need for many people even as
it risks paying with fire.

I won't give away the story line, except to say that the movie has an
appropriately satisfying ending. Kidman's character ultimately doesn't
deny her animalistic, baby-like side; she simply transfers it to where
it matters. Go see ""Babygirl"" if you haven't already. And if you
haven't, crawl.",10
432,Tame and directionless,4
433,"The most shocking thing in this film was Kidman throwing away half a
birthday cake smh.

Would a matriarchy be any different?

For me the absolute pinnacle of the Erotic Thriller sub genre is Belle
De Jour and The Secretary. On seeing the trailer for babygirl I had high
hopes that it may be in the same vain as those aforementioned films.
Unfortunately however it has more in common with the likes of Fifty
Shades.

Romy (Nicole Kidman) is the CEO of a package delivery company, think
along the lines of Amazon. She has a loving husband, two daughters and a
thirst to be told what to do sexually. Her husband is unable to tend to
her desires therefore when a new intern with a skill hand for control
starts at her company she drops to her knees.

We often hear it said that men in positions of power enjoy being
sexually dominated as it's the one part of their life where they can
truly give up control. This film tries to turn the tables by having a
powerful women giving up her control for sexual pleasure. Interesting
concept however it's poorly explored and ultimately tries to say that a
women in that position would do exactly the same as a man. That is in
the sense of taking advantage of their position of power to get what
they want. That being said you have to ask yourself what's the point of
the film?

Romy is said to have developed an interest for kink at an early age
perhaps while she was growing up amongst cults. The film however never
really explores the reasoning behind her fantasies. They're instead
explained through just a few lines of dialogue. I can't help but feel
like the film as a whole would have been more interesting had it delved
more into her past rather than solely focusing on her present dilemma.

As for the dilemma at the heart of this film, it all revolves around if
the truth will ever come out and will she loose everything in the
process. Despite this risk being what turns Romy on it failed to turn me
on and ultimately I was left disappointed.",5
434,"Bad Movie

This movie wasted resources that could've otherwise been put towards a
more exciting entertaining and thrilling movie. I don't dislike Nicole
Kidman as an actress, but seriously I'm not understanding how she was
casting this. Talk about gratuitous sex scenes, this movie has so many
of them. The storyline could never really happen in real life. The
opening scene was absolutely ridiculous. Antonio Banderas with the white
beard still looks great. The intern looks too old to be an intern. I
would not waste my time on this movie. Watch something else. The
daughters in the movie were kind of interesting. The home was beautiful.",1
435,"Dickinson is beautiful, Nicole Kidman is good at portraying a woman
obsessed with a satisfying man.",5
436,Kidman shines,8
437,"Pretty boring movie

I have nothing good to say about this movie. I've seen erotic thrillers
before, and I think they can be good when there's chemistry between the
leads and the plot is engaging. Unfortunately, this movie missed the
mark in both respects.

The main actors had no chemistry whatsoever. Their scenes were
uncomfortable to watch. She had more chemistry with her husband whom
she's supposedly not attracted to, which makes it almost impossible to
care about the main characters at all.

There's also no interesting plot. They could've done so much more with
the boss vs. Intern trope, but they didn't. They had a good premise and
they dropped the ball.

Yes, I recognize that there are deeper messages to this movie regarding
shame and purity and whatnot. Doesn't change the fact that this wasn't
fun to watch.",3
438,Anxiety,3
439,"This movie moved me

I want to see more films made by female directors, it gives an honest
point of view that trust me a lot of women can relate to. It's about
freedom about giving in to true self. Ofcourse its Hollywood movie and
its also a light watch as well as a place where important issues are
brought up.. Go to see this movie with your girlfriends..then debrief it
..trust me, the theather was full of the ladies of all ages and the
gasps and all the expressions you hear in the theather told me that this
movie is important only because it makes you wanna talk about after,
think about it, compare your own experinces to it... I loved it.",10
440,"Flat, ineffective erotic adventure

STAR RATING: ***** Brilliant **** Very Good *** Okay ** Poor * Awful

Romy (Nicole Kidman) is the high powered CEO of a successful New York
tech firm, and has a decent home life, married to theatre director Jacob
(Antonio Banderas) with angsty daughters Isobel (Esther McGregor) and
Nora (Vaughan Riley.) But inside lurks a deep, tormented emptiness, that
comes to the fore when she meets Samuel (Harris Dickinson), with whom
she begins a torrid affair based on domination and control, that comes
to have a devastating impact on everything she holds dear.

In what seem to be more sensitive, volatile times in theatre and
culture, the 'erotic thriller' or 'erotic drama', seems to come around
much more sparingly (with the exception of The Fifty Shades series.)
They were a staple of the 80's and 90's, with films like 1981's Body
Heat, and the classic Basic Instinct in the early 1990's. Here,
writer/director Halina Reijn delivers what is, at the very least, a
daring piece (aren't they all?) that explores 'forbidden fantasies', but
the result is not that satisfying.

Reijn, an accomplished actress who seems to have moved into directing,
has assembled an all star cast, from veterans Kidman and Banderas, to
relative newcomers, most notably Dickinson, who does at least project a
simmering intensity in his role as the irresistible tempter. It also
benefits from an unsettling, shuffling score, with a neat soundtrack
(most notably, George Michael's Father Figure, in an erotically charged
scene.) The problem is, there's just not enough depth or development
invested in any of these characters to get us to care sufficiently about
any of them, or the outcome of their plights. Making the near two hour
runtime something of a chore.

In a time where sex serves as more of a currency than ever due to the
advent of the internet, erotically themed films still hold some
pervasive interest. Sadly, Babygirl just lures you in and bores you
silly. **",4
441,Baby Girl - An actors indulgence is never necessary,4
442,"Tame and Ho-Hum

Kinda boring. Not as sexy as the adverts claimed. Aside from Kidman and
the jerk who she is cheating with, the rest of the cast are
inconsequential. I remember Eyes Wide Shut and expected a retelling of
that kind of story. But nope. That film pushed boundaries and was
simultaneously very sexy. Yawn...",1
443,"Very good

Babygirl delivers on every level.

It breaks boundaries on sexuality, women's equality on the matter, not
having to be ashamed or restricted by outdated moral rules when it comes
to expressing the inner self, with its desires, needs and fantasies.

All actors performed really well.

What first struck me was the way it was filmed. The director focused on
the characters, in a dynamic and fluid sort.

The soundtracks added to the tension.

Even though there was no criminal plot, I still consider it to be a
thriller, since the characters' emotions are all but enough to
contribute to the atmosphere and there are plenty of twists for it to
keep the audience glued to the screen.",9
444,"Falling asleep during sex

I wasn't expecting much but what shocked me about a movie of this kind
is the lack of building stones it needs. 1) Tension. Well there is none.
In some aspects this reminded me of the infamous The Room where we
immediatelly go from couple's love making into the woman being unhappy
and seeking for an extra lover. No reason, no explanation, no tension.
There was no point where it felt like any kind of danger is at place. 2)
Chemistry. Well sometimes it felt like there could be some but then the
film pushed us into awkward and bland situations between the lovers and
all of the eager was gone, left with big pile of cringe instead. 3)
Passion. The sex scenes were so boring I was shocked. Everything very
hidden yet under too much light. Nothing felt natural or with any amount
of need or animalistic eagerness. You need to help the tension and
drama. In this case the camera did the opposite. Too much lights,
nothing hidden, cold and soulless locations, static shots. But most of
all what took me out of the movie was the acting. Nicole's character was
such an unpleasant person with no depth or likeable qualities and her
lover acted like this was a joke to him. Teenager's approach to
sexuality. Screenplay was at points almost laughable but in the end it
all together created... well nothing really.",3
445,"Two stars for Antonio

I tried watching it twice and both times I stopped around the one hour
mark give or take a few minutes. This movie is so boring.

Nicole Kidman was fine but I've seen her in better stuff showing her
skills at a higher level. I can only blame the writers and directors for
this. She has it in her but wasn't allowed to really shine. She is a
sexy lady and it was wasted on this yawn maker.

The guy she's cheating with is an obnoxious, skinny dweeb. I didn't find
him attractive one but. He just looks goofy and skinny. And yet he has
an empire of audacity to think he is all that and a bag of chips. Child,
sit down. That is what she should've told him. In reality that's what
would've happened.

I did not make it to the end but judging by other reviews it's not worth
my time.

Only good thing about this was Antonio Banderas is still handsome as
ever and he played his role well.

Off to watch The Walking Dead again.",2
446,Not Worth Powering Through.,1
447,"Babygirl

Rich and successful, company CEO Romy Mathis (Nicole Kidman) is happily
married to Jacob (Antonio Banderas) with two teen daughters. One day she
starts to have a passionate affair with a new young intern, Samuel
(Harris Dickinson) who provides her with the passion and danger that
hubbie no longer is. Things inevitably get tricky when Romy insists that
Samuel stays out of her private life. He thought, turning the affair to
his advantage starts to blackmail her and will talk to people in the
company if she doesn't do what he asks. The passion continues; she likes
it, she doesn't like it.

Whilst Kidman gives a strong, convincing performance here, the film
stands or falls on whether it is believable and frankly it isn't, either
on the relationship or the Corporate level.

I don't doubt that there are people out there who have wild passionate
corporate affairs involving drinking from saucers of milk with arrogant
idiots, but I wasn't sold on the idea here nor on the notion that a CEO
is in acute peril of losing their job because of they sleep with legal
age interns. Part of this may be to do with company rules on different
sides of the pond - in the UK, I doubt this sort of thing wouldn't
attract that much attention. Clearly this wants to be edgy and to join
the Hollywood gloss that is the Fatal Attraction / Basic Instinct /
Indecent Proposal etc set but despite Kidman, it doesn't really work and
in fact I found it rather silly and dull.",3
448,"Babygirl

Behind the perfect career and family image the CEO Romy is hiding lots
of skeletons in the closet. After meeting and get to know the young
intern in her company she realized that finally she met someone who can
fulfill all of her deepest darkest masochistic desires. Of course it has
something to do with the childhood trauma and the whole thing was
portrayed very well in the movie. I also really like the way the movie
has developed because in the middle of it l almost thought that I was
watching some BS. But if you are in the middle of deciding whether to
watch it or not then just give it a chance and watch till the end.

It's absolutely not fair to compare it to ""50 Shades of Grey"" because
""Babygir!"" has more substance, lots of things at stake, risks, deeper
meanings and you're not watching p*rn... When it comes to acting, Nicole
obvi was amazing. I just wanna mention that sometimes Harris D. Was ""bad
at it"" at least in my opinion... Idk, sometimes for me it just felt hard
to believe him (acting wise), like he wasn't trying hard enough, but
maybe it's just me.",8
449,"It could have been good with a 'real' older woman

On paper, the premise had promise: an older woman dominated by a man in
his twenties. Awkward? Yes. But at least a departure from the usual
tropes. I imagined a story that leaned into the real power of age - a
woman with intelligence, maturity, and lived wisdom undone by raw
desire, her composure slipping, her dominance tested. That could have
been electric.

Instead, what we got was a hollow performance of insecurity. Nicole
Kidman has, tragically, become unrecognisable - her face a battlefield
of Botox, fillers, and reconstruction that erase the very tool of her
craft: expression. Rather than embodying an older woman's undeniable
allure and authority, she came across as desperate, diminished, and
cringeworthy.

The film itself lurched into cliché, recycling unoriginal scenes with a
pornographic undertone so heavy-handed it collapsed under its own
tackiness. What might have been a bold exploration of female sexuality
and agency in later life was reduced to a hollow pantomime of lust.

Older women do not lose their power - they refine it. This film couldn't
even imagine that truth, and in the end, neither could Kidman.",1
450,"Baffling

Surprisingly unsexy, given the subject matter.

Did not see any real chemistry between the two main characters and found
nothing believable about their interactions, getting together, etc.

Even the musical choices throughout seemed out of place.

And sorry, but Nicole Kidman's face is such a distraction to me in
everything I watch her in these days.",3
